x,y
12067,9118.9
10855,9074.9
7515.6,3195.5
4328.3,6008.5
8719.5,14966
5550.9,969.7
6985.6,3428.7
4779.4,2195.6
211.19,3142
6697.4,12539
2091.9,6901.2
12057,6407.9
5404.9,6249.5
1220.2,13152
2949.6,11985
11168,6623.1
10936,6659
1123.7,4432
5591.4,14794
12741,2558.6
886.38,7970.3
7917,13792
12828,8086.5
12118,2348.9
3389.9,4849.7
12970,5191.3
7021.5,14762
8361.3,6429.7
9151,3002.7
12995,5162.5
14610,4892.8
13436,13026
1240.8,13200
9419.1,2886.8
135.51,12129
6.7458,4674.3
6276,12199
12173,1058
3694.1,3706.7
5804,7517.8
3909.2,9238.8
11434,11793
10237,8334.9
12546,707.97
13912,7938.7
2191,114.62
5500.8,8045.6
11382,6555.6
9538.1,6447.1
10788,1954
7071.2,14910
5785.7,3816.4
774.31,7016.5
11124,4936.6
6491,10679
14548,1585.4
3725.4,10210
5888,4481.1
6798.1,3282.2
2048.1,10389
2869.8,4580.9
11253,819.47
9691.2,1034.4
3611.1,12890
6150.4,14728
12166,5778.1
13887,14417
10388,12157
7980,6733.3
9601.4,10761
5049,10964
14148,11807
93.032,1321.7
6080.3,10075
11108,13309
3303.5,6874.4
6186.1,3514
13446,7264.7
424.72,6442.2
11188,7096.6
4245.8,3393.7
14931,7793.7
3739.4,733.51
9960.3,3225.3
5393.5,3847.7
11164,2900.1
3264.5,12084
14877,6825.9
8309.7,1227.1
5070.1,8269
5363.6,7712.6
3847,7229.3
14597,3123.1
12142,10788
10931,3159.1
14237,12182
9503.7,10392
10812,1518.9
5367.4,6302.4
6425.4,7952.2
5505.8,5553.1
13552,4776.2
4697.8,3383.4
12124,4974.8
11755,14538
7327.9,3378.7
3754,7813
5740.5,9656.2
1631.4,7792.5
3459.5,14242
229.25,14002
431,5133
5930.3,3296
1990.4,4514.4
7375.5,8809.3
207.88,11230
794.24,9483.5
9314.8,14302
13506,521.5
11472,12262
1534.1,8262.9
11754,12695
12362,6153.6
9935.4,4222
580.24,1935.4
930.94,4600.5
51.656,1474.4
12800,1096.5
1701.4,124.81
11108,8510.1
8476.8,4045.9
14503,4545.7
12964,114.39
7889.5,13731
7313.2,8175.8
13922,5462.3
9227.7,658.51
14928,5621
8068.6,8354.8
11510,12067
11251,5722.4
1727.1,214.52
3229.2,7760.6
4374.5,1887.3
8541,7867.5
6430,897.54
11519,4817.1
11754,6856.7
5872.1,4726.3
10751,14277
7896.5,13687
2377.8,4044.3
2658.5,8518.1
2702.8,9598.7
8491.7,3709.7
374.05,9926.6
1720.2,10316
2321.9,14875
7735.8,1436.5
12816,11748
13217,5981.7
9270.5,628.73
14240,9825
7657.1,4014.3
257.06,6680.5
6201.8,557.32
4154.4,9137.4
14249,10192
8377.8,3393.1
3276.2,10146
10091,1328.5
6587.2,6465.3
728.15,12367
13451,13334
4971.1,4259.1
5075.5,7099.7
11483,12279
856.69,10264
9885.2,4255
7706.3,9943
5802.5,4830.3
8527.1,7776.7
66.845,9960.1
2095.1,10070
9430.5,11437
1614.7,13200
9051.4,4700.8
14412,14179
9871.6,4234
7343.2,12893
14865,3567.9
2279.4,2807
3969.3,13487
12914,10553
14189,6038.5
8447,6422.1
344,14996
9297.7,8088.4
9094.5,11891
11748,3233.5
7050.7,1801
3005.3,14453
5859,614.09
12238,2606.9
8521.9,3759.4
6227.2,583.95
10665,728.68
6055.7,14667
4921.3,10012
14520,1714.2
940.49,3589.1
11676,12981
7762.5,13023
1165.8,1316.7
14361,11440
5304.9,10790
2609.7,8703.2
3645.4,9843.8
2558.8,563.42
10323,13995
4254.1,3080.7
12876,13992
14228,6822.2
3061.7,6285.2
12351,11813
6715.9,3630.8
5146.3,6804.5
13707,10614
4455.4,6524.5
7363.6,6224.6
12938,2211.2
7045.4,14794
1129.5,11050
5915.7,78.796
7116.2,1609.3
8972.6,1265.1
10926,762.37
713.35,7621.5
1092,10028
2159.6,4799.9
6657.9,12976
72.576,164.85
6517.9,571.83
12651,11630
2424.7,2934.6
3227.8,1149.7
5710.1,8526.6
11024,5324.3
3130.5,2672.2
5806.6,8361.2
102.8,9946.2
7657.9,7415.1
3135.9,6846.3
11378,3328.9
8832.3,9186.1
7242.2,13786
134.59,2698.3
8504.8,1948.9
9109.9,12124
2475.2,3021.8
10566,6037.3
8863,9538
3473.5,5742.8
6166.2,982.5
6048.4,7243
10036,11849
9423.7,1933.7
12643,9113.7
14196,8981
3543.1,9275.7
7988.2,12769
10341,11256
14890,4661.4
2454.6,3303
5713.6,1337.2
2563.5,14427
8487.8,4057.4
13004,10022
11505,8041.6
8768.7,12774
907.01,14023
11091,6361
2665.5,11312
8715.2,12105
1526.5,4075.8
8220.3,11785
4407.8,5686.7
11603,13859
14796,1696.7
1590.9,10238
13235,5952.7
3362.2,13511
10256,2741.2
878.76,14052
1057.4,7729.7
7731.6,3344.5
92.967,14393
8782.4,9944
7515.8,1028.8
9337.8,4507.4
6829.9,2565.3
8904,6624.8
4988,7186.5
12609,10143
8921.7,479.01
7381.8,9178.1
13610,335.14
7957.2,12615
9288.9,8531.9
7806.5,14219
2072,5361
770.75,14652
11673,13644
1047.6,3449
2816.3,9834.9
6978.2,9926.9
7162.2,13390
8054,694.65
11543,2909.1
12638,3436.2
9417.7,12565
6408.4,10739
12329,12030
5580.7,8882.9
7718.9,1321.7
5010,2713.9
12655,6478.4
10018,3219.3
11390,14985
4751.2,14433
13436,290.25
11766,11011
7829.7,12215
9879.3,6802
8846.7,13809
8923.6,13523
1833.4,11302
13682,198.21
14146,13607
11848,3724.8
1151.9,4101.1
14933,797.99
10968,3839
2769.4,11591
11635,10458
9999.6,10532
11466,8984.3
1177.2,2383.3
9101.5,12903
13778,11585
8036.7,14680
10517,2649
1616,4357.1
12857,1327.5
6056.3,1177.3
8778.4,5843
13247,6532.2
2307.9,7396.5
7717.1,9865.9
1427.3,3977.3
8518.2,203.8
3843.2,4113.7
777.98,11267
2007.1,5838.1
3393.8,13747
10992,3253.4
482.56,5305.6
5060.7,7821.2
10383,5721
4679,9952.7
9766.6,12813
11514,14820
1517.7,3721.5
3961.9,2038.5
10771,285.3
7650.7,3617.9
421.64,1987.8
5022.1,10954
3259.4,14824
14565,9960.2
12080,3449.4
12797,12535
10394,4026.9
11912,12753
9783.2,9160.7
10211,6250.1
12868,4603.7
130.58,13717
4618.4,5891.8
12184,3824.5
10964,805.34
10154,12694
6412.9,12571
4480.8,8652.2
11608,5852.9
14655,9560.6
11550,4003.9
1870,13477
74.913,9859.9
6045.2,5774.4
1035.6,616.38
8010.3,13367
1816.1,2449.4
9796.4,12149
4001.1,6337.2
1366.4,2654.3
3675.1,3109.4
2879,14021
11261,2933.4
12518,6060.4
6531,12046
12044,13176
12745,10997
150.01,6009.8
4180.3,10682
14726,3077.1
1105.3,5421.8
6241.6,6355
11989,13490
12446,5443.6
3537.9,13314
11175,9251.3
11251,9896.7
12566,5570.8
13405,6472
4235,9319.3
12802,9507.8
12033,2640.2
3292,4440.1
2240.8,10590
3936.5,9271.6
2844.8,14694
12112,4493.9
6366.2,722.13
8113,5302.3
6100.1,10398
14944,14747
257.52,13297
1882,2406.8
11228,2892.8
8583.9,1806.2
9719.7,9334.4
69.451,7459.3
31.603,128.78
14827,5023.5
13612,3266.4
5020,10972
12680,2562.3
11265,1459.3
10060,8404.5
5579.5,8585.5
7278.3,7095.8
12103,4540.7
2519.8,5721.5
8270.3,9668.1
5078.9,6669.3
404.15,6033.8
2578.6,192.79
5516.2,3179.4
8612.9,5541.9
1028.5,11833
1923.7,320.97
11803,3306.1
4963.5,7564.8
5904.7,14223
5309.1,1373.1
9554.4,6475.2
6966,10184
10175,9661.6
6536.1,668.42
4679.4,3416.8
7448.4,10881
11708,8238.2
6995.1,9701.6
14135,13960
11404,11722
680.67,11223
9518.2,10677
5975,7655
11806,11189
9567.4,6492.7
2762.6,12359
3175,7845.6
9760.6,2068
2552.7,9426.6
3658.6,25.685
616.12,8680.7
5733,8822
13235,811.63
2303.7,4009.1
14798,4768.9
13598,317.25
4427,9708.1
8586.6,13099
12371,13843
9808.4,826
12359,7566.7
3748.8,3685.3
12483,6577.3
4994,3155.4
6160.5,1415.5
4449.2,5068.8
8751,6319.9
5037.2,3447
14607,9472.6
8943,1251.4
13097,13312
11285,11496
12598,1824.4
1279.6,888.3
6978.4,9117.2
3549.8,3166.8
9231.1,4005.7
6116.6,14111
884.61,6561.6
9637.8,10657
4474.4,6523.3
8377.7,1205.5
7488.4,1350.3
10599,10649
1491.2,11294
4645.5,5127.2
14792,3550.3
2584.7,6128.9
10480,1107.7
10501,4720.4
11873,10625
14793,9126.8
10526,13720
4903.8,3925.1
7615.3,179.55
378.52,14509
14441,3209.5
4756.3,320.89
296.33,10181
9197.4,4057.1
13609,14264
2289.2,3036.6
2935.6,13988
6888.6,14028
7426.7,14396
7400.4,13638
13979,12970
9519.5,10240
3671.7,7515.9
101.88,6919.3
12451,13406
11308,11529
14232,2215.6
8700.3,5429.7
4299.4,14254
7174.5,3546.6
134.97,9979.8
8527.7,1947.8
11603,11793
1326.1,5948.4
9985,9478.5
7832.3,11581
13510,8683.1
8084.3,2651.4
2457.7,2994.1
5115,6780.5
12974,2144.7
10072,5617.9
11115,11602
13863,11572
11121,14971
11656,2866.4
12644,5416.9
3923.5,845.28
14588,13841
3871.1,9503.8
12685,3105.9
394.35,8458.8
756.28,7950.5
13623,14191
13732,9503
9172.6,9479.7
9225.9,10478
5583.3,4382.6
3303.5,3494.2
13745,9245.1
3704.1,612.38
4781.4,12096
11680,12756
2136.3,1180.1
5780.4,9646.9
9920,9270.3
5807.7,1182.7
3404.4,7323.5
10731,5972.1
6798.7,12002
8422.2,2238.9
1028,1815.6
5272,9291
7466.3,6197
2040.9,545
1441.8,5524.5
12501,10401
11730,2885.4
4227.1,3484.2
12361,3054.3
8989.9,5460.3
550.52,13123
2048.8,2214.8
13532,3058.6
9064,6432.3
12868,5548.3
4970.9,3948.9
13448,6489.5
11656,4488.3
12620,5397.8
5998.4,7021.8
1879.7,3954.2
4643.8,11802
12336,12265
9396.6,1194.6
2404,14106
6653.4,12971
9701.5,4740.1
13680,5751.3
3779.9,14557
8340.1,13720
12215,9803
9899.4,4228.9
6026.5,5985.2
3137,4379.2
11903,408.7
2507.9,2984.8
3634.5,11060
2057.2,1322.1
2015.6,14100
12809,13742
383.53,12989
7347.4,1821
4209.1,8703.8
3300.2,11473
6232.5,11315
7451.4,12957
10390,13519
10518,7375.2
5525.9,8647.3
4568.8,3609.6
8572.4,4289.6
5151.5,8078.7
4875.4,6466.9
9626.5,10985
7447.1,14354
6612.5,12432
11283,12394
7649.4,10221
14255,4779
14341,9665.3
4951.5,14829
2437,12850
2377.4,5603.9
14267,12488
13174,12790
12183,13525
2272.6,5917.4
7681.8,7423.9
1555.4,7341.2
9941.4,13051
9293.8,613.77
3576.4,2638.1
12663,2345.5
13728,8807.2
10611,694.73
14228,404.91
1354.6,10092
8024,3822.6
7378.3,13291
10263,12924
9214.1,9918.8
4733.8,12315
7005.7,14761
13839,6897.1
3634.4,10631
8560.7,8813.2
14012,6234.3
7292.4,7557.9
3393.2,11483
746.36,6095.9
14821,13844
7525.1,11948
102.16,9305.9
13365,8707.3
2648.1,8456.6
14642,12235
7486.4,14026
14653,14191
14066,4810.2
12265,14557
298.19,9278.9
8562.1,12786
3466.5,8346.7
9099.7,4667.3
10114,4896.2
14227,13323
2436,7158.4
11104,7810.9
169.61,5571.2
6075.5,1184.7
10242,2778.6
4306.5,2998
4408.5,7569.9
7965.7,14476
4823.1,2444.7
2482.8,3019.3
8615.6,13909
912.57,2741.1
6514.5,11136
648.5,11119
7849.6,6402.4
5973.1,14793
4224.6,8497.8
6562.2,1875.9
8623.4,8831.6
11444,11900
7598.2,13107
14901,12539
1882.3,7800.8
2987.8,6446.7
3547.8,12275
4358.7,7188.3
6192.4,3612.2
4540.8,14249
9250.6,7130.8
7443.1,14365
9734.7,4275.8
13126,6016.8
5360.4,14478
469.74,6588.4
10193,3120.1
10146,5986.8
31.08,4849.3
9223.8,4052.3
14084,1077.6
6611.9,7668.1
5072.6,3744.2
13920,5275.4
339.38,8451.1
7919.5,5917.8
12572,6828.1
11972,8234.3
1691.8,4505.9
2986.6,6529.6
6618.5,5460.3
2634.9,13807
7736.1,8862.2
14256,13548
6060,1305.6
2644.7,14876
13372,8123.7
3803.5,5893.1
11556,9406.2
8896.1,7733.9
8631,4810.7
5493,14863
14193,4806.8
3073.4,14483
5421.1,12832
8575.5,12335
6391.5,6870.2
5963.6,13789
13374,409.1
9993.8,5288.8
9751.5,7348.7
8030.8,5656.7
7812.3,3187.9
6283.1,11466
10901,2922.8
10535,13683
14966,12537
7297.5,11111
14833,1787.5
5999.8,9284.5
10566,14977
7048.9,9525.7
3860.1,1828.7
14146,11264
7837,13750
7812.6,11539
11571,9405.3
5086.6,13031
2681.1,2769.8
12824,3738.9
12066,3402.2
1083,5268.1
13985,12167
13.847,945.51
14087,1046
1525.4,100.96
9520,594.82
1903.6,9870.6
8886.3,7435.1
3219.7,1171.4
1687,6714.8
8205.2,11773
5611.4,13322
6054.8,1888.2
5484.6,3977.5
1982.4,3173.4
6009.2,1149.5
4168.9,12665
11357,6746
8956.8,1289.3
8965.9,5015.1
12521,4314.6
5324.6,949.75
9252.6,1112.2
1327.5,11617
14797,4202.6
12293,5321
9710.2,11650
9870.9,9974.5
5332.9,712.43
10556,3497.1
3880.5,849.43
7630.8,14106
8281.6,6385.4
7098.5,4411.7
7461.3,14330
10550,6130.3
3253,7844.7
5314,9127.9
2961.2,255.52
13702,7187.7
412.6,7292.1
4456,6643
7919.2,13163
11539,12571
4226.6,9766.6
4460.3,9729.9
5612.8,10122
11223,16.912
3777.2,3267.3
8017.9,189.65
10580,11849
12601,3693.5
10337,960.64
8902.7,14730
3311.3,14805
2436.8,12790
9985.5,1542.1
2057.7,2714.6
2276.3,2840.2
3385.3,13825
2942.8,5108.9
8244.9,3044
12464,6661.4
6443.5,4583
5994.9,1253.8
5543.1,5179.2
13399,6478.9
1952,10259
10471,13541
14257,13620
1401.6,12445
1426.1,457.48
314.71,3045.5
3692.6,4075.7
13506,580.6
2208.8,9046.4
10785,12802
4810.2,6473
6094.2,8544.3
738.37,11229
8255.3,4360.6
4922.2,9989.1
13741,14618
11049,6666.8
11086,13313
14365,9062
3448.7,843.4
11614,1962.4
9844,7429.6
6539.6,2825.4
1412.2,5549.2
14315,9385.8
1584.6,7323.8
5916,9824
9209.2,13301
12551,600.24
13790,13672
3563.5,13972
3775.4,2537.7
4785.4,10200
6205.4,5848.4
1181.4,13105
4085.7,40.566
11300,13773
13633,4824.9
1302.5,3420.2
2847.1,1286.2
12057,13180
3109.1,12364
1790.6,5491.6
8375.3,10903
10752,13723
12982,3891.2
6798.9,2529.1
14966,6209.9
1474.7,1219.6
11361,13792
11310,6558.6
8097,8445.4
7860.8,13763
3050.8,11388
10089,3143.1
952.66,14051
3519.6,2154.4
3563.5,11639
7043.1,11424
5341.2,7750.8
11875,6936.2
14253,9743.1
8541.5,9557.3
10847,2050.5
1344.4,463.96
9545.9,12042
11211,2963.3
10995,1243.4
229.53,9375.5
8526.2,9573.2
14509,6056.1
6166.5,7989.4
10653,9322.3
3653.8,8653.2
12852,1294.2
10074,7298.1
9494.5,5644.9
4419.3,8587.8
14236,7043.3
10585,4751.4
14458,8825.3
322.84,3031.5
2283.3,9041.9
11322,4670.5
9723.4,3212.7
6070.6,10071
8566,4284.1
1844.5,3931.7
11731,5037
7267.5,12276
13747,9501.4
14538,8923.9
4273.8,3168.9
2483.2,6037.5
9537.5,14873
30.02,1371.2
14315,7781.4
14950,7177.2
8751,5313.7
11559,6152.4
12743,2202.7
13923,1758.5
12401,7575.8
330.53,10780
1366.6,389.9
12708,12761
3770.1,791.86
7084.4,11582
10811,8297.7
3586.6,8111.5
7551.6,11633
5224.4,8006.4
3501.8,7080.6
1906.3,343.24
12408,11221
9118.5,12953
1351.8,1998.9
12518,2678.7
9895.8,14745
6649.4,14866
7294.2,13262
13467,1488.6
8592.3,4497.7
6086.4,7752.6
8520.1,13861
11637,5867.9
11219,12123
4425.8,669.03
4004.2,9585.9
8067.7,5984.3
369.19,4852.2
6334.6,14135
7042.3,1793.7
14377,13397
13389,8653.1
689.11,5235.3
2520,14637
13434,434.24
14084,11761
6611.5,10563
6446.9,877.07
4766.8,14515
3395.1,7791.8
3383.4,11311
13421,1611.7
4811.4,8040.8
7044.7,1756.7
7570.6,4081.5
12627,12730
13939,6390
9219.5,5544.9
3351.7,11696
1760.9,1707.3
3698.2,2545.1
11675,11820
5284.2,1370.3
538.64,434.9
12088,5619.1
7308.3,13789
2027,12579
4770.4,7672.3
4367.8,14962
14551,8614.2
12071,4233.8
12945,2916.5
11817,10566
11397,7971.7
7795.4,7185.1
2410.6,4118.2
10426,14.601
2503.9,13364
2628,14150
13771,797.07
834.25,4355.5
10527,4338.7
4682.2,8726.9
4198.4,3454.8
14886,11874
4290.6,9518.6
14708,1753.7
9031.6,4605
9934.2,13024
4741.3,12175
9562,3224.9
4893.4,6424.3
6181.5,7974.6
13093,13322
11251,3590.9
11077,2769.6
4176.6,639.01
6096.7,1861.8
12745,1968.4
4186.3,12672
1655.8,1526.5
9278.8,8480.4
14243,1118.9
10724,10404
1078.1,5459.8
9561.2,10816
2427.9,7444.7
8360,14178
11321,6571
13646,10992
7209,2741.3
9308.4,8507.5
12347,14037
244.18,4863.1
8106.3,2959
9781.8,6146.5
1455.4,5314.2
9438.7,6879.8
7755,10966
5241.1,8104.4
2977.1,11971
3226.8,4972.4
3422.4,10867
7970.4,8839.3
6013,9717.4
12500,14244
14849,1536.9
14221,9858.9
1861.5,2405.5
6507.6,634.28
9771.2,336.94
2258.9,2624.4
5106.6,4226.2
245.41,10269
10230,14469
1571.6,14218
5153.9,12710
3054.8,7584.5
12077,14723
1902.8,853.7
2517.2,5708
6869.3,11681
10071,4923.6
5455.7,5569.3
9763.8,7391.7
1167.9,5828.2
11661,2747.1
3505.3,11701
9675.5,5361.8
12503,4285.1
5203.1,14567
5729.7,10703
2182.2,88.584
4773.4,13508
8221,4358.8
1267.4,6390.2
9237.6,9247.6
7007.1,1816.5
606.23,2828.3
6345,7712.1
6634.4,5460.7
9315.3,12760
3654.5,631.36
