x,y
7930.5,7816.7
7269.9,11435
6329.5,4223.6
13300,12980
7210.8,5749.3
13142,3086.1
9736.9,1000.2
12805,2887
4778.2,448.74
14173,11568
12408,5628.9
11226,2792.1
13472,12462
8128,10625
12820,5904.5
3857.8,1036.7
6164.5,12976
3084.1,7814.7
13991,7835.1
10244,4848.3
10309,11151
14309,13215
13470,13798
8575,14857
8441,13306
13951,13148
1116.9,5136.7
13713,766.25
5996.6,10094
12981,12164
10844,2849.3
11839,6371.7
652.76,5197.8
11829,2903.6
9907.8,4740.6
7078.2,12441
1745.5,14683
134.62,6238.8
8282.6,6884.3
11809,8305.7
118.63,1331.3
10412,5058.6
4001.8,3121.9
211.09,1080.5
11639,7329.9
587.24,10261
3887,7538.2
7057,12377
14345,7701.2
11587,4938.3
9008,3784.3
65.657,14365
1676.7,12691
4781.8,1246.6
1278.8,8015.8
14251,640.73
2250.7,1764.5
10101,6813.9
3327.9,3812.2
14811,12921
5816.4,10784
7734.3,9341.5
5010.2,12862
3926.1,10936
4594.3,12759
3573.3,3419.5
7226.9,7662.8
1305.1,6173.5
1135.4,13503
8363.1,8461.9
5168,5199.3
11719,10512
11829,11096
12058,8215.8
10827,12670
4536.4,14409
4548,2597.7
3701.1,6971
14314,13210
12034,9009.2
13205,8737.3
3211.6,4378.3
2994.3,13844
13325,3450.1
3687.6,14030
2964.9,11953
11413,3500.8
9362.3,14777
4749.8,8453.9
13328,10731
133.33,646.2
7891.1,10602
11104,6280.7
5240.7,13458
167.86,2474.9
6950.2,13043
9153.3,12853
8603.6,13353
5935.7,10075
10628,10691
12216,14113
12818,5950
13444,1269.1
14030,6997
9319.4,3220.6
12515,14836
1610.6,10685
13538,605.75
12729,12489
6753.7,1134.3
14029,9738.8
314.04,14279
6268.4,10338
8906.3,2345.4
4214.3,3751.5
10943,12808
10097,210.86
5873.4,13559
2785.1,4815.8
13337,13892
8882.1,6223.3
1567.1,1030.6
6435.5,10969
6789.1,7677.7
320.54,11182
11344,6393.9
14015,10838
505.16,10571
14429,3125.7
6076.7,14029
11838,6305
14939,14398
9981.2,1372.7
2854.3,9748.8
1331.4,728.07
10788,12524
9775,5728.1
1545.8,3888.1
7963.4,10943
9336.9,3203.2
12825,1387.2
1886.4,1428
12863,802.17
5227.5,14361
2587.7,2990.5
12978,1901.3
10209,14914
10785,12690
1073.7,7235.2
10027,13717
11324,14604
4450.4,12748
5663,6243.2
4552.8,1812.1
7686.2,3640.5
5102.2,10354
8177.4,2044.7
11374,3406.4
13303,9638.7
8117.2,9079.3
12274,404.31
534.97,1708.4
10183,4477.4
7448.4,9384.6
13086,14349
11928,6894.3
7436.6,12573
9033.8,6528.3
2603.6,8541.9
5925.5,14770
151.96,13975
5308.5,4294.7
14189,2296
2350.6,3349.1
7270.6,7557
2201.9,14594
7152.7,911.61
10665,1351.9
1627.3,2501
5127.1,6953.7
949.36,12386
3302.2,7707.7
7921.9,1613.3
313.92,8490
9533.9,3572.1
6668.2,3242.2
5035.2,11202
12453,5791.2
12305,1337.9
9885.7,3034.1
2745.8,14174
797.32,7954.2
9613.4,9981.7
1949,7423.4
13221,5006.5
9963.6,8877.1
2360.2,2099.1
12210,1046.8
14823,2269.6
13685,683.12
1061.3,6956.4
5913.6,3472.1
4792.7,2190.1
8863.9,3405.1
7134.8,1657
10364,10296
1291.2,8332
8294.1,1625.4
8297.7,3128.6
12507,8241.4
14488,12376
1583.2,3925.1
10267,9085.1
4281.2,3532.5
127.52,11049
2410.7,13109
8277.5,8025.9
794.15,6258.2
9425.1,10776
8606.6,13658
3908.4,9520.9
13315,7758.5
1864.5,6594.4
10363,3697.4
10292,1535.5
4691.1,13176
1825.1,4489.6
10665,13481
6381.5,7295.8
2902.6,14418
7918,4582.5
7565.9,9695.5
10170,208.28
4153.8,3750.9
3113.4,2464.4
7459.1,13424
1590.2,14790
2208,13035
13736,4582.7
13356,4489.9
11077,2682.8
2414.4,4048.8
5877.1,194.09
11286,5626.3
4540,9538.3
2990,225.72
13158,3143.3
3118.8,5551.8
8790.7,11565
12171,11781
3627.9,120.7
597.01,10527
3531.6,7401.7
6547.1,5045.7
6160.4,12420
12825,1380
14911,3851.1
7542.2,11901
14623,8670.1
9882.2,3634.1
8409.2,14301
3126.1,12028
12542,10719
1520.8,3945.1
7524.7,11261
11541,3458.6
2897,2920.8
10147,5321
367.61,14051
5473.7,11736
14015,7071.8
11070,11368
6997.8,1738.9
13415,14584
756.48,9116.9
8485.6,1648.5
6714.6,13020
1056.1,1822.2
14605,10928
11972,9118.6
7228.8,5785.6
5695,10047
10424,71.79
6617.7,12659
11796,2020.6
12129,11120
12440,5744.8
1884.5,4892.8
7821.2,12234
10310,8682
9410.9,3027.4
6121.2,105.66
1440.3,9476.1
7573.3,279.14
9796.4,673.25
5895.2,13140
11732,2088.6
4185.2,6245.2
14022,775.66
4356.9,7334.3
12055,10742
8828.1,14584
13056,2914.2
5680.4,3910.4
1994.6,5300.8
9978.3,4974.1
4453.8,1823.5
9499.7,8267.1
3420.8,14535
12881,1318.3
2605.3,9117.6
13985,11979
9406.4,29.557
14027,12021
2639.7,10145
14212,9392.6
1881.4,7795
10971,8171.7
6785.2,3489.3
10671,1302.9
6903.5,14546
8556.1,1697.3
12923,13684
1392,10908
9079.3,12898
3230.1,10969
797.82,8015.3
3021.1,9704.3
2265.5,11519
14262,3321.2
7995.1,13360
2400.5,12917
11793,13578
197.17,6214.3
358.51,6736
7419.6,12587
10878,3509.8
1533.5,4622.4
3438.4,4586
11821,2124.6
10177,4506.7
11929,5476.1
12051,3437.5
8608.2,1678.7
7940.1,11400
13387,11649
1571.4,9760
768.81,6256.4
7238.7,5762.6
9051.9,7903.4
13620,7384.1
8445.8,9084.1
11359,221.12
5475.6,5099.7
13105,9945.5
810.74,4578.1
3129.2,8607.1
6465.7,10848
1903.7,14122
12008,8995.8
5681.4,4559.6
910.07,8395.3
1582.9,11830
323.76,11889
1587.9,3646.1
12028,4837.7
7596.9,2036.3
6505.7,9565.1
615.6,12557
14929,4509.2
6905.1,7667.5
11801,3259.6
2739.7,6636.6
12849,115
7473.2,3475.4
5889.4,7506.8
3061.6,8140.2
2130.4,8508
12432,9597.5
8346.3,9696.5
10778,9387.8
8869,494.69
9940.9,12713
3577.2,6810.8
9969.4,12549
7012.7,13968
14947,14801
7412.9,8098.4
8471,4141.9
2510.9,14609
11426,3871.6
438.17,12856
8904.1,2350
12642,12685
3123,456.61
14230,10226
5163.6,10855
3350.4,13539
12826,6946.9
7349,14631
3596.7,4527.6
14890,8975.9
8294.9,1666.2
5378.7,9661.1
14229,12565
2297.2,5180.1
10391,3288.8
149.64,6824.5
11790,6314.8
63.916,4131.7
14677,12512
6058.1,6233.1
14069,10529
4440.3,2449.3
9717.5,2435.9
12620,11385
14164,10636
9511.9,3614.9
12569,14379
12700,10917
8516.8,11616
9997.9,1804.3
7682,11416
5915.8,10961
12656,11637
9635.6,3088.3
12209,9566.1
10722,10022
4673.3,14061
2032.1,4513.8
9253,3932.8
14208,2552.1
9087.7,7291.3
8159.5,9954.8
6986.9,13235
12417,5785.6
12547,14999
2592,9177.2
8338.6,14428
6344.4,7310.2
7409,7372.8
11011,626.2
2531.1,3000.4
12004,2032
5849.9,7496.6
10727,5164
6376.7,5751.6
7707.9,290.51
6326,14648
13267,9698.9
7921.7,11681
7680,3606.2
9672.9,3522
12026,3516
10161,12074
1056.9,9429.1
12843,1335.5
8906.5,12893
11525,2632.9
11027,10313
10742,10913
11398,5804.7
4530.8,12857
12707,3644.3
12825,1402.3
3486,9740.4
1256.4,1030.1
5899.9,9919.3
10130,77.826
10459,5057.7
12177,11753
6479.9,6551.6
6439.6,3123.9
5891.4,13043
2818.4,8510.4
6561.1,5063.5
14908,4137
11089,4526.8
9915.8,12157
13346,1833.6
14387,9417.9
184.93,12279
62.016,11136
1955,13863
10405,14882
1894.6,1409.2
5305.7,7195
13483,11576
12995,1845.8
4040.5,14203
10036,1786.5
13835,9599.3
364.81,11600
14104,7318.4
13836,916.53
8816.8,9208.1
6331.5,6461.9
105.36,9945.5
14423,10082
8634.3,14308
8347.1,7749.7
1696.2,12548
7426,1779
10646,11805
3462.4,587.88
775.74,6653.8
6054.9,9659
9965.3,8897.5
11202,12933
2937.9,4408.4
6290.8,7315.3
3729.6,9992.2
10022,4590.6
3092.1,4684.9
1299.4,6387.9
4463,2449.2
2363.6,5171.9
12653,1167.8
1219.5,684.51
8791.6,9081
10723,1351.9
4214.8,2946.4
6988,5970.5
11766,2631.1
5215.1,10900
6369.4,902.11
3330.2,13562
1710.7,3687.7
3648.7,6762.3
12480,10352
7217.8,13157
6537.5,5070.1
10594,9834.4
11290,10541
11704,10254
1148.4,2258.4
8149.3,5960.1
9035.4,7830.7
4139.2,7248.8
9200.9,41.709
8768.1,9091.8
5112.8,13266
3456.2,4603
9197.9,8966
139.15,6179.9
10155,6134.7
14451,10100
14902,848.98
4595.5,14950
7423.3,1814.6
10297,1525.4
534.21,10548
9463.2,2234.8
5927.9,8619.9
4546.7,13220
3186.8,7878.1
7624.8,7555.5
6752.2,1444.9
958.19,2874.2
1800.5,11752
6734.3,5669.4
480.84,4360.3
378.92,6695.6
4583.5,9472.2
13087,14305
4863.9,11659
11695,11379
148.19,14343
12910,12023
6082.7,9613.2
9117.3,987.3
5066.5,3148.3
8952.2,14199
8570.9,12549
13817,11965
14260,3028.1
6554.8,12001
9679.6,4189.2
8125.9,14275
6570.8,5381.4
13058,5853
1787.8,13106
7006.9,5261
1719,13486
10654,13481
9936.9,3027
5810.2,9718.8
8905.9,4080.5
10148,81.311
11964,2011.5
1863.3,7518
12800,12088
2544.8,8504.3
14703,10968
7320.1,7229.7
10200,4496.2
9158.4,10677
10288,11109
2613.8,11565
7583.6,306.35
3040.2,14605
6001.7,10137
5322.7,1780.3
13061,12706
13436,13358
663.39,5371.4
13526,11110
11559,781.77
2471.4,8745.4
7651.4,3722.5
9088.5,304.74
13098,14381
12620,5245.7
5010.8,12443
13898,5269.1
5908.1,12292
964.12,6625.9
7635.4,3599.3
2196.6,13395
3760.5,14074
7492.8,8396.3
13509,11712
6446,14228
5067.6,2207.4
13677,708.8
3747.1,4324.9
11469,14545
8741.8,6157.8
5045,13036
3959.8,13742
2804,8577.2
9411.9,5920.5
11544,262.88
2331.5,4521
11930,8995.5
5329.3,3450.4
841.97,9295
4190,14063
3660.9,6766.8
6926.4,1740.8
10121,697.44
3150.6,11317
709.82,3341.9
3304.2,10188
8591.6,9020.7
321.68,8518.1
11307,248.95
9985,4094.8
7980.7,435.77
7869.6,12620
3151.2,9793.8
7730.4,5461.7
2830.5,944.38
1710,4640.6
2663.1,11325
10498,12035
11762,2070.2
1252,3987.4
1099,8815.3
3046.5,729.26
3067.5,678.43
7309.2,7549.8
11788,109.05
267.08,11349
9402.4,10739
12632,1679.3
13946,7416.5
2565.6,3339.9
12258,7041.8
3508.2,2526.2
6676.5,5095.5
10591,2434.2
501.22,12471
5268.3,14800
8265.6,8141.9
7946.3,10584
3704.2,3742.9
2848.1,9647.2
4152.1,3120.8
8576.5,8923.6
5472.7,12533
14827,12916
11410,11639
5662.3,3914.6
1901.9,14543
815.78,4598.2
8916.8,4308.7
10189,57.229
4578.3,7328.4
1339.2,11317
664.78,5607.6
8895.1,6287.4
12128,13051
6516.1,11293
11562,14538
4198.6,14457
1602.8,10207
11685,1993.9
14565,3256.3
1672.5,5722.8
982.47,12100
3142.2,12626
11220,7379.5
3989.2,5580.5
13260,4975.6
10715,10885
9208,12400
11745,6876.6
690.6,7851.6
3549.9,13775
10157,7895.3
6045.8,13798
13009,561.67
14972,605.97
1321.6,2504.2
9859.8,8367.9
3070.4,1851
11827,2613.8
1901.6,14571
4596.7,13224
5569.9,941.08
8104.4,10499
4862.5,5063.3
2564,4583.3
4555.2,2647
7887.6,11337
3021,11377
5061.9,10380
13585,7822.3
8191.1,9594.5
9207,10890
5317.2,1827.3
12761,10157
1014.2,5837.7
11372,10131
2625.7,8539.2
5884.9,7850.1
14231,5906.2
5462.5,1615.5
12468,4998.3
13583,839.51
3096.7,5603.9
10999,11300
5408.8,4853.3
1535.9,11949
4806.4,3903.7
8066.2,213.58
6892.3,1744.7
12016,3296.9
904.84,4985.9
12732,11671
4796.8,11452
3335.8,3833.7
5837.1,4037.6
4402.4,10607
8148.3,9967.5
13589,6975.4
13730,4704.7
4182.8,1181.9
13958,8226.2
12967,8387.8
12254,9565.1
14465,8558.4
1641.9,12705
6875.6,10499
5667.2,8904.9
2220.6,2095.3
14582,1768
1058.4,9503.3
560.67,4820.6
9159.5,12378
14812,8324.2
3752.4,13854
11097,8973.4
4519.7,5929.2
12285,2426.4
4767.8,9807.3
6633.3,7009
2901.5,14349
12027,6433.5
12321,5743.2
12097,10482
8062,4862.1
9905.8,5177.7
4825.1,2740.1
4641.9,2675.9
1985.1,6260.4
11518,12632
8390.4,12165
6077.2,7695.7
9806.4,769.16
7844.3,12643
13812,2864.9
1701.9,7027.7
12105,1096
13682,14014
13240,5014.3
353.11,8513.7
5230.4,9205.4
2297.4,3892.9
855.94,14046
8343.2,8984.1
1357,2114.8
7016,3646.7
5039.3,4187.3
12240,14159
10113,6791.4
6537.3,1230.9
11116,2744.8
13289,6545.6
4164.8,11737
5385.3,7440.7
8727.5,11501
3963.3,2756.6
11263,7316.3
13175,11236
7240.3,10976
9304,12413
13113,14401
11506,12389
5561.7,942.45
5283,1704.4
1895.5,14127
8366.6,10774
2146.2,2791.2
11307,7256.3
3185,2548.1
4212.6,9994.3
3509.7,8924.8
7905.2,2679.9
8414.6,11511
14547,7741.9
4713.5,11419
2592.8,14318
535.28,2625.2
756.69,9167.5
3391.8,3304
664.67,9899.8
6929.1,3866.5
1198.6,11339
468.83,6186.3
13741,6255.1
13131,12120
6801.7,4113.6
11852,1239.8
6499.3,5054.6
3367.6,7272.5
13265,14113
3332.9,13727
10939,6822.5
8651.7,13826
12448,5826.7
11262,4132.1
12308,6855.9
651.57,10734
8341.4,2892.9
5182.5,14367
11128,6259.2
1722.5,12581
4979.8,4243.9
10284,2899.2
1262.1,3905.7
9904.2,2173.8
3569.5,2230.2
13239,14675
3701.3,7688.8
2846.7,8541.1
6202.4,13269
7469.9,12622
2239.5,5901.4
11186,934.12
7629.5,3671.4
9317.3,4189.5
5984.2,301.98
65.447,8169.3
10949,12352
12849,1253.6
707.85,12066
1508.9,14216
1697.9,9202.1
12507,6714.1
9388,4890.6
7292.9,9017.5
13331,1818.9
4420.8,4041
5584,6692.8
5910.6,331.92
5458.3,1596.9
10944,6192.8
9092.4,459.98
1868,9281.8
13651,11483
4016.6,10493
5742.4,2359.1
9924.9,3024.2
11781,757.02
12086,10805
14452,14359
3823.4,7878.7
7971.3,8613.8
5888.6,2364.3
12860,2293.6
3365.5,13580
13581,7446.8
9949,6299.3
13703,722.18
8240.7,14441
3303.8,2246.7
10190,104.33
9644.2,10873
14880,7688.9
11763,2380.4
6517.7,11279
1958.8,4803.7
957.44,986.48
1174.5,2351.6
3873.3,4546.2
6256.1,13744
9927.2,3546.3
5460.7,11025
11218,12342
386.06,5312.1
10908,6199.3
47.143,5975
6241.4,14664
10006,926.91
2539.1,11469
9300.2,6939.9
3553.8,3507.4
464.12,8009.6
2266.6,10781
4855.3,5204.8
10219,11399
7021.2,13154
4639.1,14975
11459,1113.5
6326,1277.1
6468.7,1270.8
9268.4,2498.4
183.47,10986
1370.1,7861.4
14367,9311.3
2579.9,145.3
14835,1164.8
2407,3365.7
1529.3,11050
7331.9,7550.9
1571.2,12407
13180,4943.4
782.2,12150
6448.4,4260.5
2828.7,8562.8
4750.5,14637
9151.1,2762.6
11919,1195.6
10547,539.23
12079,12819
11682,10217
805.02,9842.8
12901,8684.7
11307,8248.3
6433.3,5171.2
14390,14400
5024.4,3648.6
1444.4,147.45
5926.4,8486.8
6353.3,4201.4
198.84,4701
9914.4,3800.9
11540,482.63
5153.6,6879.8
3382.1,13555
9277.6,3339.2
13871,4398.8
8429.6,10714
6550.7,13491
6862.1,5333.1
11698,11205
2996.2,3064.5
13780,4534
12839,6020
14000,2709.9
14809,8197.3
7963.2,10898
13562,6555.8
4924.5,1070
10794,13147
1782.2,7053
728.92,8430.7
8289.7,9206.8
8975.9,7878.7
11770,14541
9598.4,9492.9
1804.5,14813
11604,7945.4
5150.6,14375
11099,891.98
9080.6,13636
3341.4,13611
2872.6,9690.3
6881,1719.3
1721.8,493.5
1557.9,9408.6
8461.1,10657
10013,4117.3
11816,14139
6007,622.02
4194.4,4441
7498.8,12547
13366,11870
7052.8,1733
13077,14213
7439.8,12272
9996.3,4386
14821,1226
5320.2,3469
5990.6,9571.5
2782.7,8577.3
11585,2164.3
12286,1261.8
11913,4454.5
2640.8,4301.6
12544,1300.4
10971,2131.4
12963,763.17
4860.4,12545
8412.1,6756.8
353.21,3987
228.57,1975.4
12810,1544.6
6466.7,10871
3548.6,2233
8141.7,10009
1376.1,9561.1
11179,8347.9
11830,2109.8
7011.4,10553
8305.3,8967.9
5202.9,7584.6
4458.9,4750.8
10714,5166.7
13182,8527.1
5053.9,3644.1
1145.8,8820.7
1520.2,10957
4066.3,5511
11345,968.94
14926,11807
11491,14562
4015.9,8718.9
7727.3,8579.5
10057,5359.7
513.91,7753
2219.6,1427.3
4222.4,3790.8
5126.7,4534.2
9605.6,12720
2903.4,9103.7
5284,9191
3401.2,10922
7615.6,6942.2
11877,2133.3
7307.9,11053
13676,1456.7
1218.2,9928.5
12290,6824.3
12615,5347.3
14116,602.16
6715.5,3607.1
9230.5,12282
10699,13507
208.85,4382.6
1208.4,14235
5238,13555
8277.5,7167.4
6171.4,13738
13074,5439.7
13530,558.68
10050,1231.3
6583.8,3270.2
3237.3,11786
861.97,12117
1732.3,4706.4
736.49,4044.1
10628,9834.2
11779,13611
12178,11773
13670,4787.3
8445.4,10757
945.16,2430.6
608.88,10759
1337.2,12850
7980.9,4713.6
1960.5,13368
7057.2,11014
14904,4900.2
3657.9,6230.1
2807.5,5639.4
8430.8,2917.8
11123,3222.8
12064,3546.5
9582.5,8751.4
2234.3,10186
2151,4298.2
14679,3902.6
3581.5,101.14
5595.2,4812.1
10005,6329.5
8216.5,9155.3
2200.8,4260.5
5159.9,6957.7
13656,9681.3
9122.8,12686
133.72,6130.1
7861.3,12582
2101.1,2784.5
5722.7,6239.8
10356,13485
12919,13624
5868.2,7872.7
958.23,5935.2
14423,7523.3
4205.7,2534.8
2266.6,4468
8703.2,6544.1
5112,4478.6
9397.7,4604.8
14868,2709.3
2807.5,2235.2
1139.5,13656
6722.6,1807.9
1993.5,10928
11972,9138.6
8121.8,10000
8823.5,4197.5
5173.7,64.999
10672,12538
14528,5071.3
10463,7981.1
356.36,12963
11106,9593.3
7489.2,11826
5032.5,13055
5768.7,1803.2
1853.7,1966.4
10758,7361
3925.4,3892.3
11044,5445.8
3683.1,891.12
5216.7,14355
11574,3044.6
13186,11323
8958.8,10845
6053,6251.2
7307.8,13465
9535.9,2668.1
2385.3,2115.1
14992,1055.5
2572.1,2872.2
13091,7688.8
1668.9,14294
5575,8777.2
9914.3,9590.4
10246,3129.8
14637,9868.6
1882.1,7151
10217,6306
10411,14615
9821.1,2167.4
11827,2107.5
14985,12890
3105.9,3033.1
6742.2,13125
13843,3457.6
8382.3,10386
1697.1,1384.4
3347.9,8105.6
7898.3,2105.3
1074.6,9217.2
4642.9,1882.3
7148.8,2588.5
12902,5906.7
19.93,7356.6
9745.4,12163
14474,10458
4835,7595.3
3559.8,317.54
200.91,14007
8201.1,4359.6
7288.9,7519.3
13571,13992
10428,5042.1
11258,6398.6
10693,12920
3024.6,9678.1
4977.5,3941.7
7747.4,4891.5
1390.1,13934
3210.5,10869
136.33,13344
1182.7,4581.1
10749,10805
12039,6157.6
13893,10338
4898.1,6890.4
5177.4,8848.7
4772.9,8459
2833.9,1970.4
2670,51.392
13692,11862
482.52,10549
9621.9,13055
1187.4,4207.2
2232.2,5386.3
11891,1356.1
5097.8,12989
1729.4,8547.6
8493.3,4960.1
10775,10876
11869,6420.7
4696.2,14425
11022,11932
14056,2712
11800,6334
14693,2800.4
7937.8,12550
12838,1217.3
14723,12482
9115.1,7890.2
6569.6,5089.2
11315,5175.6
13208,8697
129.36,4391.7
11055,7484.7
6996.1,14870
10100,4664.3
12902,12277
5229.9,10590
13457,2625.1
132.71,13404
10201,30.667
3395.2,14599
10815,6544.4
5759.9,101.91
7798.7,7544.1
2707.1,4332.1
8175.6,4608.5
10099,6372
585.65,702.01
793.63,5529.4
11420,1474.1
12571,859.73
12126,226.83
10237,3241.3
12101,10801
6944.5,10820
14969,14038
12131,8910.6
13834,3441.1
2133.3,4212.1
5570.1,11606
6771.4,11108
13110,7563.2
4835.4,5043.5
10821,4395
763.05,1031
7591.9,3063
9857.7,14727
9119.8,12838
2060.9,8944.2
10484,2614.9
10973,11910
13796,6661.6
11132,4609.4
6020.1,6286
10611,3777.1
3101.4,13860
10491,10648
10277,9166.1
2311.9,3303.4
3896.1,7566.5
5116.9,6396.9
12466,12007
12504,798.27
4942.9,1090.2
1373.1,13775
9989.4,14420
8802.1,1801.7
4080.7,10255
5731.9,1020
2443,3049.9
10219,2992.8
6191.8,12999
4888.3,1934.8
78.949,10512
12843,9850.1
2835.7,921.09
9079.3,1554.2
7352.5,583.73
5826.9,7860.8
12539,6702.3
11893,12814
584.81,10619
6291.9,8315.4
4618.5,3608.1
11613,7257.4
14365,3789.3
4732.9,1793.5
8092,4688.9
384.11,8092.8
7617.5,11636
6825.8,13607
12258,7982.3
9783.3,3719.7
7686.8,13397
2440.5,14295
14972,14827
5921.2,12372
162.13,4328.3
645.84,10557
3134.3,2447.1
863.81,13531
10968,12968
11380,10138
10388,14808
2024.5,10307
5169.7,10273
719.73,9934.1
2845,2964.5
7662,11582
8671.7,4204.7
13195,10294
13055,14257
1044.4,9127.2
4366.2,11052
5365.8,8315.3
12120,11773
2092.5,13215
2825.9,8568.9
11611,6391.5
1414.1,9513.2
292.45,9919
14513,348.48
5018.4,4517
524.64,10554
12292,2050.4
12751,11643
14017,3999.8
3247.8,11332
2768,7375.1
1154.6,4182.7
8605.6,14189
1804.9,3830.7
2149.4,10190
1739.3,2220.5
11561,12432
14310,14994
7005.9,2350.8
7580.7,3060.9
490.29,4850.6
7241.1,9962.7
10522,7140.3
672.76,11763
3223.6,7888.1
11420,10519
6900.5,12364
10339,10246
12130,2713.4
13211,4960.5
8170.6,13016
1906.3,1432.7
8504.7,13052
6006.6,13788
5587.1,13621
6151.8,11799
13188,3163.9
1495,1437.4
7422.9,12623
14148,7382.6
10965,938.95
7800.9,13591
14514,10453
3664,4587.7
11022,5859.5
13202,438.07
6917,5392.9
6712.7,7284.5
7402.7,12408
7179.5,6200.1
11230,7337.6
2843.4,14850
10079,506.69
1188.3,5402.1
11881,6957.2
13177,8533.4
1162.4,5003
7567.5,14242
6571.2,5090
5988.3,5309.3
254.97,5948.8
6891.8,1752.9
13822,3573.3
4570.9,14967
1644,10309
9983.3,4290.9
4699.6,4508.1
9767.8,13838
12214,1086.5
7115,9358.6
9953.2,6363.9
710.37,5829.5
1558.5,3925.2
551.75,5173
2852.5,8531.8
11260,14895
3373,3035.5
11941,8159.8
9211.4,10851
7513.3,11921
13313,8725.4
7261.4,585.59
5662,6211.5
12089,2709.8
7872.9,12618
10867,913.12
2832.9,8527.3
12091,10750
